,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
14156,6699300210,321500.0,4,2.5,2620,5457,2.0,Average,8,2620,0.0,2003,0.0,2740,5816,"[47.3148, -122.27]",1.6,2.082824427480916,0.9562043795620438,655.0,medium
14157,7883607520,230000.0,3,1.75,950,6000,1.0,Average,6,790,160.0,1939,0.0,1360,6000,"[47.5271, -122.316]",1.7142857142857142,6.315789473684211,0.6985294117647058,316.6666666666667,low
14158,1450000210,179500.0,3,1.0,900,8100,1.0,Good,6,900,0.0,1959,0.0,1000,7830,"[47.2866, -122.221]",3.0,9.0,0.9,300.0,low
14159,1387301430,460000.0,3,2.25,1650,7313,1.0,Average,7,1220,430.0,1975,0.0,1690,7252,"[47.7375, -122.194]",1.3333333333333333,4.432121212121212,0.9763313609467456,550.0,medium
14160,2517010230,286000.0,3,2.5,1800,3980,2.0,Average,7,1800,0.0,2006,0.0,2580,4307,"[47.4006, -122.162]",1.2,2.2111111111111112,0.6976744186046512,600.0,medium
14161,9828201020,427500.0,3,1.0,1480,4200,1.5,Average,7,1480,0.0,1925,0.0,1460,3600,"[47.6147, -122.298]",3.0,2.8378378378378377,1.0136986301369864,493.3333333333333,medium
14162,2461900175,400000.0,3,1.0,1040,6250,1.0,Average,7,1040,0.0,1942,0.0,1770,6250,"[47.5526, -122.385]",3.0,6.009615384615385,0.5875706214689266,346.6666666666667,medium
14163,8682250330,675000.0,3,3.5,2300,5611,1.0,Average,8,2300,0.0,2004,0.0,2170,5926,"[47.7122, -122.026]",0.8571428571428571,2.4395652173913045,1.0599078341013826,766.6666666666666,medium
14164,3031200230,350000.0,3,1.0,2480,8906,1.0,Average,7,1240,1240.0,1969,0.0,1800,8906,"[47.5366, -122.289]",3.0,3.5911290322580647,1.3777777777777778,826.6666666666666,medium
14165,3824100166,385000.0,4,1.75,1970,10358,1.0,Average,8,1540,430.0,1977,0.0,1900,10358,"[47.7719, -122.255]",2.2857142857142856,5.257868020304569,1.0368421052631578,492.5,medium
14166,7011201445,525000.0,2,1.75,1530,3503,1.0,Good,7,830,0.0,1916,0.0,1280,1531,"[47.6368, -122.371]",1.1428571428571428,2.2895424836601306,1.1953125,765.0,medium
14167,7262200150,315000.0,2,1.0,970,18557,1.0,Average,6,970,0.0,1939,0.0,1150,7200,"[47.5116, -122.37]",2.0,19.130927835051548,0.8434782608695652,485.0,low
14168,1623069023,820000.0,4,2.5,2920,252648,2.0,Average,10,2920,0.0,2002,0.0,2180,71874,"[47.4784, -122.048]",1.6,86.52328767123288,1.3394495412844036,730.0,high
14169,7523700210,205000.0,3,1.0,970,7700,1.0,Good,7,970,0.0,1959,0.0,1160,8250,"[47.3793, -122.304]",3.0,7.938144329896907,0.8362068965517241,323.3333333333333,medium
14170,2915200210,500000.0,2,1.0,680,5250,1.0,Good,6,680,0.0,1922,0.0,1620,5461,"[47.7013, -122.359]",2.0,7.720588235294118,0.41975308641975306,340.0,low
14171,3904990210,599000.0,4,2.5,2640,6738,2.0,Good,8,2640,0.0,1989,0.0,2180,5782,"[47.5787, -122.0]",1.6,2.5522727272727272,1.2110091743119267,660.0,medium
14172,1333300145,2230000.0,3,4.0,4200,30120,2.0,Good,11,3600,600.0,1933,0.0,2760,12200,"[47.6379, -122.311]",0.75,7.171428571428572,1.5217391304347827,1400.0,high
14173,7461400360,299000.0,1,2.5,1980,7521,1.0,Good,7,1180,800.0,1979,0.0,1980,8000,"[47.4343, -122.192]",0.4,3.7984848484848484,1.0,1980.0,medium
14174,7631200085,947500.0,3,2.75,2980,27144,1.5,Very Good,8,2180,800.0,1917,0.0,1890,12514,"[47.4522, -122.378]",1.0909090909090908,9.108724832214765,1.5767195767195767,993.3333333333334,medium
14175,6145600040,385000.0,3,3.25,1630,1677,3.0,Average,8,1630,0.0,2007,0.0,1220,1677,"[47.7048, -122.353]",0.9230769230769231,1.028834355828221,1.3360655737704918,543.3333333333334,medium
14176,6372000155,639950.0,2,1.75,1780,4520,1.0,Very Good,7,890,890.0,1925,0.0,1560,4520,"[47.5798, -122.404]",1.1428571428571428,2.539325842696629,1.141025641025641,890.0,medium
14177,6821600145,824000.0,2,1.0,1210,8400,1.0,Average,8,780,430.0,2000,0.0,1860,6000,"[47.6503, -122.393]",2.0,6.9421487603305785,0.6505376344086021,605.0,medium
14178,7983100150,199950.0,3,1.0,1010,7245,1.0,Average,7,1010,0.0,1969,0.0,1300,8236,"[47.3338, -122.306]",3.0,7.173267326732673,0.7769230769230769,336.6666666666667,medium
14179,723000150,1010000.0,3,2.5,2570,5000,1.0,Good,8,1480,1090.0,1940,0.0,2420,5484,"[47.6578, -122.285]",1.2,1.9455252918287937,1.06198347107438,856.6666666666666,medium
14180,2493200155,950000.0,4,2.25,2770,5320,2.0,Average,9,2440,330.0,2013,0.0,2100,6011,"[47.5283, -122.385]",1.7777777777777777,1.9205776173285198,1.319047619047619,692.5,medium
14181,2592210150,822000.0,3,2.5,2290,9158,2.0,Good,8,2290,0.0,1984,0.0,2210,9588,"[47.5476, -122.14]",1.2,3.999126637554585,1.0361990950226245,763.3333333333334,medium
14182,2595300210,473600.0,4,1.5,1780,8400,1.0,Average,7,1080,700.0,1969,0.0,1660,8400,"[47.5173, -122.385]",2.6666666666666665,4.719101123595506,1.072289156626506,445.0,medium
14183,3902100150,490000.0,5,2.0,2150,4500,1.5,Average,8,2150,0.0,1938,0.0,1300,4500,"[47.5582, -122.388]",2.5,2.0930232558139537,1.6538461538461537,430.0,medium
14184,3329520410,245000.0,3,1.75,1920,9306,1.0,Average,7,1000,920.0,1984,0.0,1860,8458,"[47.3319, -122.267]",1.7142857142857142,4.846875,1.032258064516129,640.0,medium
14185,4013800206,199000.0,4,1.0,1220,11730,1.0,Good,7,1220,0.0,1960,0.0,1270,9520,"[47.3229, -122.283]",4.0,9.614754098360656,0.9606299212598425,305.0,medium
14186,1370803460,1340000.0,3,3.0,2960,5500,2.0,Average,10,2440,520.0,1937,1990.0,2960,5876,"[47.6356, -122.402]",1.0,1.8581081081081081,1.0,986.6666666666666,high
14187,4046600220,418000.0,3,1.75,1500,19113,1.0,Average,7,1500,0.0,1984,0.0,1820,18151,"[47.6976, -121.916]",1.7142857142857142,12.742,0.8241758241758241,500.0,medium
14188,6190701484,450000.0,7,3.5,2830,8625,1.0,Good,8,1830,1000.0,1957,0.0,1570,8400,"[47.7493, -122.355]",2.0,3.047703180212014,1.802547770700637,404.2857142857143,medium
14189,8016200530,280000.0,3,2.5,1580,7000,2.0,Average,8,1580,0.0,1992,0.0,2110,7062,"[47.3659, -122.17]",1.2,4.430379746835443,0.7488151658767772,526.6666666666666,medium
14190,6802210210,273000.0,3,2.25,1230,11601,1.0,Good,7,910,320.0,1992,0.0,1820,8465,"[47.1955, -121.991]",1.3333333333333333,9.43170731707317,0.6758241758241759,410.0,medium
14191,4305600040,549000.0,4,2.5,2910,6338,2.0,Average,8,2910,0.0,2008,0.0,2500,5877,"[47.4804, -122.126]",1.6,2.1780068728522335,1.164,727.5,medium
14192,7856570150,913888.0,5,2.25,2370,15512,2.0,Good,9,2370,0.0,1981,0.0,2380,15100,"[47.5555, -122.15]",2.2222222222222223,6.545147679324894,0.9957983193277311,474.0,medium
14193,7576200040,689888.0,4,2.25,1930,3500,1.5,Very Good,8,1540,390.0,1916,0.0,1800,5000,"[47.6167, -122.29]",1.7777777777777777,1.8134715025906736,1.0722222222222222,482.5,medium
14194,6300500183,305000.0,4,2.0,1780,5043,1.0,Average,7,870,910.0,1993,0.0,1350,5044,"[47.7045, -122.342]",2.0,2.8331460674157305,1.3185185185185184,445.0,medium
14195,3204950120,602500.0,4,2.5,2760,6850,2.0,Average,9,2760,0.0,1999,0.0,2640,9803,"[47.5346, -122.185]",1.6,2.4818840579710146,1.0454545454545454,690.0,medium
14196,7857004225,355000.0,2,1.75,1620,3640,1.0,Average,7,900,720.0,1929,0.0,1590,5538,"[47.543, -122.299]",1.1428571428571428,2.246913580246914,1.0188679245283019,810.0,medium
14197,7732400360,756000.0,3,2.5,2160,7525,2.0,Average,9,2160,0.0,1986,0.0,2470,7941,"[47.6608, -122.145]",1.2,3.4837962962962963,0.8744939271255061,720.0,medium
14198,4388000120,289950.0,4,2.25,2190,6906,1.0,Good,7,1040,1150.0,1977,0.0,1250,6440,"[47.319, -122.373]",1.7777777777777777,3.1534246575342464,1.752,547.5,medium
14199,8653900150,800000.0,3,2.5,3240,7857,2.0,Average,10,3240,0.0,1994,0.0,2970,7857,"[47.5857, -122.038]",1.2,2.425,1.0909090909090908,1080.0,high
14200,3362400472,403000.0,2,1.0,720,3255,1.0,Good,6,720,0.0,1905,0.0,1430,3170,"[47.6823, -122.348]",2.0,4.520833333333333,0.5034965034965035,360.0,low
14201,8857100180,350000.0,3,2.25,1410,1340,2.0,Average,8,1370,40.0,1967,0.0,1730,2748,"[47.6108, -122.113]",1.3333333333333333,0.950354609929078,0.815028901734104,470.0,medium
14202,8156600210,1290000.0,5,3.5,2980,5100,2.0,Average,10,2370,610.0,2015,0.0,1780,5100,"[47.6782, -122.299]",1.4285714285714286,1.7114093959731544,1.6741573033707866,596.0,high
14203,4038700720,525126.0,5,2.25,1950,8025,1.0,Average,7,1150,800.0,1960,0.0,1780,8560,"[47.6159, -122.114]",2.2222222222222223,4.115384615384615,1.095505617977528,390.0,medium
14204,2634500085,241450.0,3,1.0,1100,8138,1.0,Average,7,1100,0.0,1949,0.0,1440,8131,"[47.7393, -122.325]",3.0,7.398181818181818,0.7638888888888888,366.6666666666667,medium
14205,1077100035,320000.0,3,1.5,1400,9087,1.0,Average,7,1400,0.0,1954,0.0,1490,8380,"[47.7711, -122.34]",2.0,6.490714285714286,0.9395973154362416,466.6666666666667,medium
14206,5466700360,234000.0,4,2.0,1710,7455,1.0,Average,7,1030,680.0,1975,0.0,1710,7350,"[47.3965, -122.173]",2.0,4.359649122807017,1.0,427.5,medium
14207,1250201165,441000.0,5,2.5,2000,3600,1.0,Average,6,1150,850.0,1987,0.0,1410,3600,"[47.5971, -122.295]",2.0,1.8,1.4184397163120568,400.0,low
14208,1250201165,474500.0,5,2.5,2000,3600,1.0,Average,6,1150,850.0,1987,0.0,1410,3600,"[47.5971, -122.295]",2.0,1.8,1.4184397163120568,400.0,low
14209,4083301120,705000.0,3,1.0,1440,2618,1.5,Good,7,1440,0.0,1906,0.0,1850,3990,"[47.6582, -122.336]",3.0,1.8180555555555555,0.7783783783783784,480.0,medium
14210,3905100610,517500.0,4,2.5,1520,3370,2.0,Average,8,1520,0.0,1994,0.0,1860,4486,"[47.5696, -122.004]",1.6,2.2171052631578947,0.8172043010752689,380.0,medium
14211,4330600360,142500.0,4,0.75,1440,13300,1.0,Average,6,1440,0.0,1948,0.0,1460,11100,"[47.4761, -122.337]",5.333333333333333,9.23611111111111,0.9863013698630136,360.0,low
14212,345700150,310000.0,2,1.5,1010,10005,2.0,Average,7,1010,0.0,1981,0.0,1210,7794,"[47.5118, -122.189]",1.3333333333333333,9.905940594059405,0.8347107438016529,505.0,medium
14213,7732100150,749500.0,4,2.5,2440,9727,2.0,Average,9,2440,0.0,1987,0.0,2370,11503,"[47.6613, -122.132]",1.6,3.9864754098360655,1.029535864978903,610.0,medium
14214,5379800862,360000.0,5,3.0,2480,7200,1.0,Average,7,1560,920.0,1999,0.0,1910,9432,"[47.4586, -122.283]",1.6666666666666667,2.903225806451613,1.2984293193717278,496.0,medium
14215,4396000180,267500.0,3,1.0,1090,22080,1.0,Very Good,7,1090,0.0,1967,0.0,1590,19457,"[47.3991, -121.964]",3.0,20.256880733944953,0.6855345911949685,363.3333333333333,medium
14216,1447600410,290000.0,3,1.0,1480,32700,1.0,Good,6,1380,100.0,1942,0.0,1500,22600,"[47.4949, -122.327]",3.0,22.094594594594593,0.9866666666666667,493.3333333333333,low
14217,3325059177,850000.0,5,2.5,2800,11325,1.0,Good,8,1400,1400.0,1970,0.0,2510,13700,"[47.6166, -122.172]",2.0,4.044642857142857,1.1155378486055776,560.0,medium
14218,2652500155,815000.0,4,1.75,1820,4500,1.5,Average,8,1820,0.0,1921,0.0,1870,3600,"[47.6429, -122.36]",2.2857142857142856,2.4725274725274726,0.9732620320855615,455.0,medium
14219,824059305,2200000.0,5,4.0,5840,11652,2.0,Average,11,4410,1430.0,1988,0.0,3120,13639,"[47.5835, -122.202]",1.25,1.9952054794520548,1.8717948717948718,1168.0,high
14220,5318101565,1630000.0,4,3.25,2980,3600,2.0,Average,9,2150,830.0,1999,0.0,2980,4800,"[47.6352, -122.284]",1.2307692307692308,1.2080536912751678,1.0,745.0,medium
14221,2460600040,175000.0,3,1.5,1220,7300,1.0,Average,7,1220,0.0,1973,0.0,1260,7347,"[47.3341, -122.279]",2.0,5.983606557377049,0.9682539682539683,406.6666666666667,medium
14222,9527000040,429950.0,3,1.75,1830,9758,1.0,Average,8,1300,530.0,1977,0.0,1850,8000,"[47.7107, -122.23]",1.7142857142857142,5.33224043715847,0.9891891891891892,610.0,medium
14223,2909300150,675000.0,4,2.5,2900,5505,2.0,Average,8,2900,0.0,2002,0.0,2970,5251,"[47.6063, -122.02]",1.6,1.8982758620689655,0.9764309764309764,725.0,medium
14224,8078600330,580000.0,3,2.25,1940,5980,1.0,Average,7,1520,420.0,1987,0.0,1910,6309,"[47.5476, -122.075]",1.3333333333333333,3.082474226804124,1.0157068062827226,646.6666666666666,medium
14225,4338800720,240000.0,4,2.0,1750,7800,1.0,Good,6,1750,0.0,1944,0.0,1270,7800,"[47.4791, -122.347]",2.0,4.457142857142857,1.3779527559055118,437.5,low
14226,4016800120,374000.0,3,2.5,1850,17808,1.0,Good,8,1210,640.0,1982,0.0,2260,16754,"[47.3631, -122.271]",1.2,9.625945945945945,0.8185840707964602,616.6666666666666,medium
14227,2021201085,862500.0,4,2.5,3220,4400,2.0,Average,9,2180,1040.0,1937,0.0,3000,5000,"[47.6325, -122.394]",1.6,1.3664596273291925,1.0733333333333333,805.0,medium
14228,1922059010,140000.0,2,1.0,1080,6052,1.0,Very Good,6,1080,0.0,1908,0.0,1810,7830,"[47.3857, -122.215]",2.0,5.603703703703704,0.5966850828729282,540.0,low
14229,1133000385,740000.0,5,3.75,3990,18897,2.0,Average,8,3090,900.0,1937,0.0,2080,9793,"[47.7228, -122.31]",1.3333333333333333,4.73609022556391,1.9182692307692308,798.0,medium
14230,2397100155,589000.0,3,1.75,920,3600,1.0,Good,6,820,100.0,1904,0.0,1620,3600,"[47.6386, -122.365]",1.7142857142857142,3.9130434782608696,0.5679012345679012,306.6666666666667,low
14231,7461420210,275000.0,3,1.75,1290,9760,1.0,Average,7,1290,0.0,1979,0.0,1410,8034,"[47.4265, -122.148]",1.7142857142857142,7.565891472868217,0.9148936170212766,430.0,medium
14232,6204050040,489900.0,4,2.5,2090,4196,2.0,Average,8,2090,0.0,2006,0.0,2640,4503,"[47.7453, -122.192]",1.6,2.0076555023923444,0.7916666666666666,522.5,medium
14233,4099100210,545000.0,3,2.5,1900,3366,2.0,Average,9,1900,0.0,1996,0.0,2500,3954,"[47.6679, -122.184]",1.2,1.7715789473684211,0.76,633.3333333333334,medium
14234,316000145,235000.0,4,1.0,1360,7132,1.5,Average,6,1360,0.0,1941,0.0,1280,7175,"[47.5054, -122.301]",4.0,5.2441176470588236,1.0625,340.0,low
14235,3331000455,230000.0,3,1.0,1000,4000,1.5,Good,6,1000,0.0,1915,0.0,1040,4240,"[47.5523, -122.286]",3.0,4.0,0.9615384615384616,333.3333333333333,low
14236,9839300775,655000.0,4,2.25,2170,4080,2.0,Average,7,1920,250.0,1980,0.0,1890,4400,"[47.6124, -122.293]",1.7777777777777777,1.880184331797235,1.1481481481481481,542.5,medium
14237,2320069107,185000.0,2,1.0,820,16030,1.0,Good,5,820,0.0,1923,0.0,1880,14046,"[47.2039, -122.003]",2.0,19.548780487804876,0.43617021276595747,410.0,low
14238,2599001010,196000.0,3,1.0,1090,7400,1.0,Good,7,1090,0.0,1962,0.0,1140,8165,"[47.2923, -122.19]",3.0,6.7889908256880735,0.956140350877193,363.3333333333333,medium
14239,2193340120,572000.0,3,2.25,1830,7897,1.0,Good,8,1290,540.0,1986,0.0,1990,8306,"[47.6914, -122.103]",1.3333333333333333,4.315300546448087,0.9195979899497487,610.0,medium
14240,7954310210,615000.0,4,2.5,3010,6903,2.0,Average,9,3010,0.0,2001,0.0,2860,6435,"[47.5213, -122.193]",1.6,2.2933554817275748,1.0524475524475525,752.5,medium
14241,2425049107,1950000.0,4,3.75,4150,17424,1.0,Average,9,3130,1020.0,1963,2000.0,3930,21420,"[47.639, -122.236]",1.0666666666666667,4.19855421686747,1.0559796437659033,1037.5,medium
14242,1338300555,1230000.0,6,2.25,2930,4320,2.0,Average,9,2130,800.0,1913,0.0,2860,4320,"[47.6295, -122.306]",2.6666666666666665,1.4744027303754266,1.0244755244755244,488.3333333333333,medium
14243,8944310330,375000.0,3,2.5,1520,5649,2.0,Good,7,1520,0.0,1989,0.0,1540,5000,"[47.7221, -122.162]",1.2,3.716447368421053,0.987012987012987,506.6666666666667,medium
14244,2551500180,295000.0,3,1.75,1250,9486,1.0,Good,6,1250,0.0,1971,0.0,1270,9600,"[47.4341, -122.446]",1.7142857142857142,7.5888,0.984251968503937,416.6666666666667,low
14245,9212900180,760000.0,4,2.5,2760,6000,2.0,Very Good,7,2230,530.0,1942,0.0,1600,6000,"[47.6877, -122.295]",1.6,2.1739130434782608,1.725,690.0,medium
14246,2473460650,347000.0,3,1.75,1330,7848,1.0,Average,8,1330,0.0,1978,0.0,2110,8497,"[47.4463, -122.127]",1.7142857142857142,5.900751879699248,0.6303317535545023,443.3333333333333,medium
14247,2856101755,712000.0,3,2.0,1700,5100,1.5,Good,7,1500,200.0,1924,0.0,1700,5100,"[47.679, -122.39]",1.5,3.0,1.0,566.6666666666666,medium
14248,3080000040,495000.0,4,2.0,2050,4000,1.5,Very Good,7,1210,840.0,1941,0.0,1310,4000,"[47.5799, -122.306]",2.0,1.951219512195122,1.5648854961832062,512.5,medium
14249,1224049080,925000.0,4,2.0,3140,10437,1.0,Good,8,2040,1100.0,1959,0.0,2010,10437,"[47.5786, -122.229]",2.0,3.3238853503184713,1.5621890547263682,785.0,medium
14250,9547200835,775000.0,3,1.0,2030,4080,1.5,Good,7,1840,190.0,1908,0.0,2030,4080,"[47.6765, -122.308]",3.0,2.0098522167487687,1.0,676.6666666666666,medium
14251,4363700365,429000.0,4,2.5,2100,7920,1.5,Good,6,1400,700.0,1916,0.0,1230,7920,"[47.5293, -122.371]",1.6,3.7714285714285714,1.7073170731707317,525.0,low
14252,7683800212,229000.0,3,1.0,1010,12705,1.0,Good,7,1010,0.0,1959,0.0,1490,10200,"[47.3348, -122.303]",3.0,12.57920792079208,0.6778523489932886,336.6666666666667,medium
14253,1324079054,400000.0,4,1.5,1980,113691,1.0,Average,7,1980,0.0,1962,0.0,1980,89298,"[47.5606, -121.853]",2.6666666666666665,57.41969696969697,1.0,495.0,medium
14254,2141330360,625000.0,4,2.25,2100,8290,2.0,Good,8,2100,0.0,1978,0.0,2100,8290,"[47.5595, -122.129]",1.7777777777777777,3.947619047619048,1.0,525.0,medium
14255,6450302546,130000.0,2,1.0,840,6654,1.0,Average,7,840,0.0,1951,0.0,1350,5831,"[47.7319, -122.335]",2.0,7.921428571428572,0.6222222222222222,420.0,medium
14256,7972600676,349000.0,3,1.75,1690,5080,1.0,Average,7,1190,500.0,1976,0.0,1300,5080,"[47.5312, -122.348]",1.7142857142857142,3.0059171597633134,1.3,563.3333333333334,medium
14257,922059161,365000.0,3,2.0,2140,26600,1.0,Good,7,2140,0.0,1983,0.0,2310,8783,"[47.4066, -122.169]",1.5,12.429906542056075,0.9264069264069265,713.3333333333334,medium
14258,2770601461,487500.0,3,2.5,1810,1988,2.0,Average,7,1350,460.0,1997,0.0,1600,1525,"[47.6513, -122.385]",1.2,1.098342541436464,1.13125,603.3333333333334,medium
14259,8079010230,475000.0,3,2.5,2600,7210,2.0,Average,8,2600,0.0,1989,0.0,2350,7225,"[47.5123, -122.151]",1.2,2.773076923076923,1.1063829787234043,866.6666666666666,medium
14260,5458800620,685000.0,3,1.75,1650,8400,1.0,Average,8,1470,180.0,1959,0.0,2020,7777,"[47.5766, -122.236]",1.7142857142857142,5.090909090909091,0.8168316831683168,550.0,medium
14261,5318101075,960000.0,3,1.75,2460,4800,1.0,Good,7,1230,1230.0,1938,0.0,2860,4800,"[47.6343, -122.282]",1.7142857142857142,1.951219512195122,0.8601398601398601,820.0,medium
14262,5430300120,1100000.0,5,2.25,4320,7620,2.0,Average,7,2880,1440.0,1973,2014.0,1880,7620,"[47.6824, -122.287]",2.2222222222222223,1.7638888888888888,2.297872340425532,864.0,medium
14263,1442700360,428000.0,3,2.25,2600,15000,2.0,Average,9,2600,0.0,1978,0.0,2380,15000,"[47.3719, -122.056]",1.3333333333333333,5.769230769230769,1.0924369747899159,866.6666666666666,medium
14264,5651010150,435000.0,3,2.5,1930,5790,2.0,Good,7,1930,0.0,1988,0.0,1790,4901,"[47.7733, -122.17]",1.2,3.0,1.0782122905027933,643.3333333333334,medium
14265,6908200021,769950.0,3,2.0,2190,5400,1.0,Very Good,7,1260,930.0,1952,0.0,2160,5400,"[47.6737, -122.4]",1.5,2.4657534246575343,1.0138888888888888,730.0,medium
14266,2201500555,385000.0,3,1.0,1420,10980,1.0,Good,7,1200,220.0,1954,0.0,1630,9763,"[47.574, -122.138]",3.0,7.732394366197183,0.8711656441717791,473.3333333333333,medium
14267,255550150,352000.0,3,2.5,2090,3002,2.0,Average,7,1670,420.0,2005,0.0,2090,3163,"[47.745, -121.984]",1.2,1.4363636363636363,1.0,696.6666666666666,medium
14268,524069011,622500.0,3,2.5,2290,14374,2.0,Average,8,2290,0.0,1983,2012.0,2290,33450,"[47.5886, -122.074]",1.2,6.2768558951965066,1.0,763.3333333333334,medium
14269,7504010760,660000.0,3,3.0,2470,11900,2.0,Average,9,2290,180.0,1976,0.0,2590,11900,"[47.64100000000001, -122.057]",1.0,4.817813765182186,0.9536679536679536,823.3333333333334,medium
14270,1788800610,105000.0,3,1.0,840,8400,1.0,Average,6,840,0.0,1959,0.0,840,9450,"[47.3277, -122.343]",3.0,10.0,1.0,280.0,low
14271,7192800145,420000.0,2,1.0,2100,4480,1.0,Very Good,7,1400,700.0,1908,0.0,1570,4400,"[47.574, -122.372]",2.0,2.1333333333333333,1.3375796178343948,1050.0,medium
14272,5566100145,499950.0,3,1.5,1360,11250,1.0,Good,7,1360,0.0,1955,0.0,1440,11250,"[47.5697, -122.177]",2.0,8.272058823529411,0.9444444444444444,453.3333333333333,medium
14273,2024059052,975000.0,6,3.0,3420,22421,1.0,Very Good,9,2270,1150.0,1948,0.0,2430,15560,"[47.5508, -122.189]",2.0,6.555847953216374,1.4074074074074074,570.0,medium
14274,2436700540,665000.0,3,2.75,1930,2960,1.5,Very Good,7,1490,440.0,1929,0.0,2080,3760,"[47.6659, -122.287]",1.0909090909090908,1.5336787564766838,0.9278846153846154,643.3333333333334,medium
14275,7200001608,540000.0,4,2.5,2180,10140,1.0,Good,7,1180,1000.0,1968,0.0,1840,9375,"[47.6822, -122.111]",1.6,4.651376146788991,1.184782608695652,545.0,medium
14276,5612100065,400000.0,4,2.0,1670,12056,1.0,Average,7,1670,0.0,1955,0.0,1860,12056,"[47.7418, -122.244]",2.0,7.219161676646706,0.8978494623655914,417.5,medium
14277,7785380150,469950.0,4,2.75,2720,6427,1.0,Average,8,1650,1070.0,2008,0.0,2720,8484,"[47.4931, -122.354]",1.4545454545454546,2.3628676470588235,1.0,680.0,medium
14278,4178310040,777000.0,4,2.5,3170,9900,2.0,Good,8,3170,0.0,1979,0.0,2540,12400,"[47.6181, -122.147]",1.6,3.1230283911671926,1.2480314960629921,792.5,medium
14279,1708400555,346500.0,2,1.75,1610,6300,1.0,Average,7,1010,600.0,1941,0.0,1370,5225,"[47.554, -122.304]",1.1428571428571428,3.9130434782608696,1.1751824817518248,805.0,medium
14280,3629760330,685000.0,3,2.5,2370,4950,2.0,Average,8,2370,0.0,2003,0.0,2230,4950,"[47.5465, -122.013]",1.2,2.088607594936709,1.062780269058296,790.0,medium
14281,5469501830,396500.0,3,2.5,2590,18980,1.0,Good,10,2590,0.0,1976,0.0,3110,14652,"[47.3839, -122.153]",1.2,7.328185328185328,0.8327974276527331,863.3333333333334,high
14282,9829201058,783500.0,3,2.5,2850,7130,2.0,Average,10,1990,860.0,1980,0.0,2280,6459,"[47.603, -122.289]",1.2,2.501754385964912,1.25,950.0,high
14283,1931300175,575000.0,4,2.0,1660,4800,1.5,Average,7,1660,0.0,1922,0.0,1660,4800,"[47.6556, -122.345]",2.0,2.891566265060241,1.0,415.0,medium
14284,7237500360,1500000.0,4,4.25,5550,12968,2.0,Average,11,5550,0.0,2005,0.0,4750,13001,"[47.5305, -122.135]",0.9411764705882353,2.3365765765765767,1.168421052631579,1387.5,high
14285,923000120,515000.0,3,1.5,2200,7620,1.0,Good,7,1130,1070.0,1942,0.0,2170,7672,"[47.7263, -122.363]",2.0,3.463636363636364,1.0138248847926268,733.3333333333334,medium
14286,1446800995,300000.0,3,2.5,2020,6628,1.0,Good,7,1250,770.0,1963,0.0,1540,9995,"[47.4934, -122.332]",1.2,3.281188118811881,1.3116883116883118,673.3333333333334,medium
14287,8732000410,272000.0,3,1.5,1760,9600,1.0,Good,7,1760,0.0,1966,0.0,1450,9600,"[47.4085, -122.195]",2.0,5.454545454545454,1.2137931034482758,586.6666666666666,medium
14288,7303100210,355000.0,4,2.25,1810,4970,2.0,Average,7,1810,0.0,2003,0.0,1810,4858,"[47.5003, -122.156]",1.7777777777777777,2.74585635359116,1.0,452.5,medium
14289,3348401622,223000.0,3,2.0,1310,8440,1.0,Very Good,6,1310,0.0,1951,0.0,1790,10775,"[47.5003, -122.269]",1.5,6.442748091603053,0.7318435754189944,436.6666666666667,low
14290,3793501400,397000.0,4,2.5,3000,8584,2.0,Average,7,3000,0.0,2003,0.0,2610,7570,"[47.369, -122.032]",1.6,2.8613333333333335,1.1494252873563218,750.0,medium
14291,2872100385,460000.0,2,2.0,1080,5000,1.0,Very Good,6,1080,0.0,1923,0.0,1530,5000,"[47.6826, -122.394]",1.0,4.62962962962963,0.7058823529411765,540.0,low
14292,1689400150,848000.0,3,2.75,2170,2738,1.5,Good,9,1550,620.0,1930,0.0,1170,1062,"[47.6389, -122.349]",1.0909090909090908,1.2617511520737328,1.8547008547008548,723.3333333333334,medium
14293,2887701251,392800.0,2,1.0,740,4275,1.0,Very Good,6,740,0.0,1924,0.0,1900,4275,"[47.688, -122.308]",2.0,5.777027027027027,0.3894736842105263,370.0,low
14294,3528000040,1690000.0,3,3.25,5290,224442,2.0,Good,11,4540,750.0,1988,0.0,3750,84936,"[47.6671, -122.051]",0.9230769230769231,42.427599243856335,1.4106666666666667,1763.3333333333333,high
14295,3528000040,1800000.0,3,3.25,5290,224442,2.0,Good,11,4540,750.0,1988,0.0,3750,84936,"[47.6671, -122.051]",0.9230769230769231,42.427599243856335,1.4106666666666667,1763.3333333333333,high
14296,3787000120,577000.0,3,2.25,2370,7878,2.0,Average,8,2370,0.0,1985,0.0,1870,7766,"[47.7281, -122.168]",1.3333333333333333,3.3240506329113924,1.267379679144385,790.0,medium
14297,5693500760,570000.0,3,1.0,1890,3330,1.5,Good,7,1390,500.0,1901,0.0,1530,3330,"[47.6597, -122.352]",3.0,1.7619047619047619,1.2352941176470589,630.0,medium
