,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
6475,6204200170,4,2.75,2910,6308,1.0,Average,8,1640,1270.0,1985,0.0,1970,7127,"[47.7352, -122.201]",1.4545454545454546,2.167697594501718,1.4771573604060915,727.5,medium
9506,7856620210,4,2.75,2810,10300,1.0,Good,9,1810,1000.0,1978,0.0,2710,9900,"[47.5626, -122.149]",1.4545454545454546,3.6654804270462633,1.03690036900369,702.5,medium
17078,1873100050,5,2.75,2880,4425,2.0,Average,8,2880,0.0,2005,0.0,2940,6581,"[47.7048, -122.109]",1.8181818181818181,1.5364583333333333,0.9795918367346939,576.0,medium
13984,6977000040,4,3.0,2190,12825,1.0,Average,9,1520,670.0,1989,0.0,3050,4673,"[47.7107, -122.229]",1.3333333333333333,5.8561643835616435,0.7180327868852459,547.5,medium
920,4046500320,3,1.75,1660,16275,2.0,Average,7,1660,0.0,1990,0.0,1520,16275,"[47.6903, -121.915]",1.7142857142857142,9.80421686746988,1.0921052631578947,553.3333333333334,medium
16870,1088800470,3,2.5,2550,10355,2.0,Average,9,2550,0.0,1990,0.0,2550,10084,"[47.739, -122.203]",1.2,4.06078431372549,1.0,850.0,medium
12171,6610000320,3,1.75,2040,4125,1.5,Good,8,1540,500.0,1917,0.0,1620,4400,"[47.6608, -122.359]",1.7142857142857142,2.0220588235294117,1.2592592592592593,680.0,medium
12,114101516,3,1.0,1430,19901,1.5,Good,7,1430,0.0,1927,0.0,1780,12697,"[47.7558, -122.229]",3.0,13.916783216783216,0.8033707865168539,476.6666666666667,medium
13978,395300650,3,1.0,1060,9663,1.0,Average,7,1060,0.0,1967,0.0,1320,10162,"[47.7244, -122.226]",3.0,9.116037735849057,0.803030303030303,353.3333333333333,medium
818,5014600240,5,2.75,2760,5000,2.0,Average,9,2760,0.0,2005,0.0,2870,5030,"[47.539, -122.188]",1.8181818181818181,1.8115942028985508,0.9616724738675958,552.0,medium
10976,1321700390,3,2.5,1870,8541,2.0,Average,8,1870,0.0,1989,0.0,2150,7789,"[47.2925, -122.346]",1.2,4.567379679144385,0.8697674418604651,623.3333333333334,medium
21268,9521100029,3,3.0,1660,1849,3.0,Average,9,1660,0.0,2013,0.0,1660,3300,"[47.6649, -122.353]",1.0,1.113855421686747,1.0,553.3333333333334,medium
8184,3623500205,4,4.5,5030,11023,2.0,Average,11,3250,1780.0,2008,0.0,3640,11490,"[47.5722, -122.236]",0.8888888888888888,2.191451292246521,1.3818681318681318,1257.5,high
9896,6118600045,4,2.0,2060,13400,1.0,Good,8,2060,0.0,1957,0.0,1950,10370,"[47.4404, -122.34]",2.0,6.504854368932039,1.0564102564102564,515.0,medium
453,1324059104,3,2.75,2360,16117,1.0,Good,8,1710,650.0,1983,0.0,2120,16117,"[47.5698, -122.121]",1.0909090909090908,6.829237288135594,1.1132075471698113,786.6666666666666,medium
9241,1446401540,3,1.0,1500,6600,1.0,Fair,6,1500,0.0,1970,0.0,1730,6600,"[47.4845, -122.33]",3.0,4.4,0.8670520231213873,500.0,low
21275,7853320250,3,2.5,2410,4656,2.0,Average,7,2410,0.0,2009,0.0,2410,4840,"[47.5203, -121.874]",1.2,1.9319502074688797,1.0,803.3333333333334,medium
9848,3558910570,5,2.5,1900,9460,1.0,Average,7,1190,710.0,1969,0.0,1940,8360,"[47.7096, -122.202]",2.0,4.978947368421053,0.979381443298969,380.0,medium
3457,3204300090,3,1.0,1210,3720,2.0,Good,8,1210,0.0,1930,0.0,1560,6000,"[47.6317, -122.301]",3.0,3.074380165289256,0.7756410256410257,403.3333333333333,medium
19179,1337800220,4,2.5,2230,3600,2.0,Very Good,8,1630,600.0,1906,0.0,2410,4800,"[47.6304, -122.309]",1.6,1.6143497757847534,0.9253112033195021,557.5,medium
19790,7853380510,4,2.75,3120,7644,2.0,Average,10,3120,0.0,2010,0.0,2980,6050,"[47.5156, -121.884]",1.4545454545454546,2.45,1.0469798657718121,780.0,high
659,708000030,3,1.5,1250,8710,1.0,Good,7,1250,0.0,1953,0.0,1750,9185,"[47.6245, -122.198]",2.0,6.968,0.7142857142857143,416.6666666666667,medium
20175,7853350170,5,2.5,3200,6455,2.0,Average,9,3200,0.0,2009,0.0,3290,7924,"[47.5446, -121.862]",2.0,2.0171875,0.9726443768996961,640.0,medium
18779,126059310,3,2.25,3040,52302,1.0,Average,9,3040,0.0,2005,0.0,2070,38600,"[47.7635, -122.112]",1.3333333333333333,17.204605263157895,1.4685990338164252,1013.3333333333334,medium
16741,1186000095,4,2.75,2310,4020,3.0,Very Good,8,2310,0.0,1979,0.0,2270,3750,"[47.6154, -122.291]",1.4545454545454546,1.7402597402597402,1.0176211453744493,577.5,medium
11100,5705500075,2,1.75,800,4800,1.0,Good,6,800,0.0,1922,0.0,1090,5000,"[47.5559, -122.396]",1.1428571428571428,6.0,0.7339449541284404,400.0,low
18609,2287600035,3,1.75,1870,9000,1.0,Very Good,9,1870,0.0,1958,0.0,2030,8160,"[47.7203, -122.361]",1.7142857142857142,4.81283422459893,0.9211822660098522,623.3333333333334,medium
940,3332000135,2,1.0,970,5665,1.0,Good,6,970,0.0,1908,0.0,1490,4429,"[47.5513, -122.273]",2.0,5.84020618556701,0.6510067114093959,485.0,low
2739,1257200060,4,1.75,1880,4080,1.0,Average,7,940,940.0,1924,0.0,1410,4080,"[47.6754, -122.327]",2.2857142857142856,2.1702127659574466,1.3333333333333333,470.0,medium
9604,4157600150,6,2.75,3280,16449,1.0,Good,7,1910,1370.0,1963,0.0,2550,9532,"[47.5914, -122.134]",2.1818181818181817,5.014939024390244,1.2862745098039217,546.6666666666666,medium
11796,1446401550,3,1.0,660,6600,1.0,Good,5,660,0.0,1940,0.0,1320,6600,"[47.4842, -122.33]",3.0,10.0,0.5,220.0,low
17737,8651430210,3,1.0,870,5200,1.0,Very Good,6,870,0.0,1969,0.0,1020,5200,"[47.3701, -122.078]",3.0,5.977011494252873,0.8529411764705882,290.0,low
17326,5230300280,3,1.0,1010,9514,1.0,Average,7,1010,0.0,1969,0.0,1010,9514,"[47.4936, -122.105]",3.0,9.41980198019802,1.0,336.6666666666667,medium
17533,9475710170,4,2.5,2220,6800,2.0,Average,7,2220,0.0,2002,0.0,2220,5303,"[47.49, -122.15]",1.6,3.063063063063063,1.0,555.0,medium
20250,1355300009,2,2.25,1390,916,2.0,Average,8,1165,225.0,2007,0.0,1415,1488,"[47.6168, -122.314]",0.8888888888888888,0.6589928057553956,0.9823321554770318,695.0,medium
12826,1421069123,3,1.0,1020,9147,1.0,Good,6,1020,0.0,1900,1965.0,1600,9700,"[47.3127, -122.002]",3.0,8.967647058823529,0.6375,340.0,low
21116,3814900950,4,2.5,1983,6002,2.0,Average,9,1983,0.0,2012,0.0,2502,4750,"[47.3281, -122.164]",1.6,3.02672718103883,0.7925659472422062,495.75,medium
4071,6802210090,3,2.25,1570,8410,1.0,Average,7,1180,390.0,1991,0.0,1540,8410,"[47.1942, -121.99]",1.3333333333333333,5.356687898089172,1.0194805194805194,523.3333333333334,medium
13441,6791100410,3,2.5,1660,15000,1.0,Good,7,1660,0.0,1970,0.0,2060,15015,"[47.5803, -122.05]",1.2,9.036144578313253,0.8058252427184466,553.3333333333334,medium
1400,3298700125,2,1.0,910,4662,1.0,Very Good,6,910,0.0,1942,0.0,890,6050,"[47.5232, -122.354]",2.0,5.123076923076923,1.0224719101123596,455.0,low
18760,6909700040,4,2.75,3370,6675,1.0,Good,8,1920,1450.0,1948,0.0,2250,5550,"[47.5887, -122.291]",1.4545454545454546,1.9807121661721068,1.4977777777777779,842.5,medium
7690,1774230090,4,2.75,3650,48351,1.5,Good,8,3650,0.0,1978,0.0,2820,53143,"[47.7632, -122.089]",1.4545454545454546,13.246849315068493,1.2943262411347518,912.5,medium
8222,438000015,4,1.75,2350,5946,1.0,Average,8,1350,1000.0,1957,0.0,2060,6000,"[47.6879, -122.298]",2.2857142857142856,2.530212765957447,1.1407766990291262,587.5,medium
8123,7276100145,3,2.0,1470,6950,1.0,Very Good,6,1470,0.0,1932,0.0,1660,5065,"[47.7619, -122.343]",1.5,4.727891156462585,0.8855421686746988,490.0,low
6363,3336001946,2,1.0,900,4500,1.0,Average,7,900,0.0,1951,0.0,1175,5320,"[47.5273, -122.265]",2.0,5.0,0.7659574468085106,450.0,medium
5796,3581000020,3,1.0,1180,7455,1.0,Good,7,1180,0.0,1964,0.0,1450,8154,"[47.7276, -122.241]",3.0,6.317796610169491,0.8137931034482758,393.3333333333333,medium
3677,806800090,3,1.75,1890,5000,1.0,Average,7,1890,0.0,2003,0.0,2960,5421,"[47.3357, -122.175]",1.7142857142857142,2.6455026455026456,0.6385135135135135,630.0,medium
6566,3438500924,5,3.0,3040,6604,2.0,Average,9,3040,0.0,2005,0.0,1650,6825,"[47.548, -122.356]",1.6666666666666667,2.1723684210526315,1.8424242424242425,608.0,medium
8864,2660500365,3,1.0,1230,9600,1.0,Average,7,1230,0.0,1952,0.0,1510,6600,"[47.5553, -122.288]",3.0,7.804878048780488,0.8145695364238411,410.0,medium
16109,2872900010,3,1.5,1090,9862,1.0,Average,8,1090,0.0,1987,0.0,1710,9862,"[47.6256, -122.036]",2.0,9.047706422018349,0.6374269005847953,363.3333333333333,medium
10967,1925059200,4,2.5,2700,17853,2.0,Good,9,2700,0.0,1960,0.0,3790,16672,"[47.6463, -122.219]",1.6,6.612222222222222,0.712401055408971,675.0,medium
21484,3438503021,3,2.5,2430,7049,2.0,Average,8,2430,0.0,2007,0.0,1770,7049,"[47.5399, -122.352]",1.2,2.9008230452674897,1.3728813559322033,810.0,medium
21163,2224069109,4,3.25,2930,25020,2.0,Average,9,2930,0.0,2013,0.0,2400,32374,"[47.5514, -122.023]",1.2307692307692308,8.53924914675768,1.2208333333333334,732.5,medium
13658,7129800063,5,2.75,2390,6282,1.0,Good,7,1290,1100.0,1966,0.0,1690,5202,"[47.5149, -122.263]",1.8181818181818181,2.628451882845188,1.4142011834319526,478.0,medium
15938,3751600635,3,1.5,1580,14040,1.0,Average,7,1050,530.0,1980,0.0,2240,12000,"[47.2932, -122.267]",2.0,8.886075949367088,0.7053571428571429,526.6666666666666,medium
5188,3363900280,3,2.75,1210,3600,1.5,Very Good,7,1210,0.0,1910,0.0,1630,3910,"[47.6798, -122.354]",1.0909090909090908,2.975206611570248,0.7423312883435583,403.3333333333333,medium
4362,5422560930,3,2.5,1750,3900,2.0,Average,8,1750,0.0,1977,0.0,1750,5700,"[47.6638, -122.129]",1.2,2.2285714285714286,1.0,583.3333333333334,medium
1108,5416510060,4,2.5,2960,6219,2.0,Average,9,2960,0.0,2006,0.0,2960,5361,"[47.3603, -122.037]",1.6,2.1010135135135135,1.0,740.0,medium
18930,5249802240,4,2.5,2240,7200,2.0,Average,8,2240,0.0,1995,0.0,1860,6600,"[47.5636, -122.275]",1.6,3.2142857142857144,1.2043010752688172,560.0,medium
10308,6623400187,4,1.0,1760,8906,1.0,Average,7,1230,530.0,1966,0.0,1180,10407,"[47.4288, -122.198]",4.0,5.060227272727273,1.4915254237288136,440.0,medium
3229,9269260100,4,2.25,2680,4673,2.0,Average,7,2680,0.0,1999,0.0,2460,4645,"[47.7539, -122.219]",1.7777777777777777,1.7436567164179104,1.089430894308943,670.0,medium
15080,4037000635,4,2.25,1850,9911,1.0,Good,7,1850,0.0,1957,0.0,1650,8670,"[47.6019, -122.116]",1.7777777777777777,5.357297297297297,1.121212121212121,462.5,medium
17194,9541600280,3,1.75,1670,9900,1.0,Good,8,1670,0.0,1957,0.0,2410,8800,"[47.595, -122.172]",1.7142857142857142,5.92814371257485,0.6929460580912863,556.6666666666666,medium
15622,42000006,5,1.0,1500,9282,1.5,Very Good,6,1500,0.0,1966,0.0,1520,9639,"[47.4702, -122.281]",5.0,6.188,0.9868421052631579,300.0,low
11511,1523069128,5,2.75,2910,85377,1.0,Good,8,1510,1400.0,1966,0.0,2160,66120,"[47.48, -122.03]",1.8181818181818181,29.33917525773196,1.3472222222222223,582.0,medium
19091,7784000100,4,2.5,1960,14242,1.0,Good,8,1290,670.0,1958,0.0,2490,10907,"[47.4947, -122.369]",1.6,7.266326530612245,0.7871485943775101,490.0,medium
5835,1523069215,3,1.75,2220,132858,1.0,Average,7,1110,1110.0,1988,0.0,2130,77536,"[47.4853, -122.034]",1.7142857142857142,59.84594594594594,1.0422535211267605,740.0,medium
4326,3343901340,3,1.75,1460,9261,1.0,Average,7,1460,0.0,1985,0.0,1550,8800,"[47.5155, -122.189]",1.7142857142857142,6.343150684931507,0.9419354838709677,486.6666666666667,medium
75,3276920270,4,4.0,3430,35102,2.0,Good,10,2390,1040.0,1986,0.0,3240,35020,"[47.5822, -121.987]",1.0,10.233819241982507,1.058641975308642,857.5,high
13186,624110450,4,2.0,3390,16025,2.0,Good,10,3390,0.0,1987,0.0,3950,15277,"[47.7222, -122.056]",2.0,4.727138643067847,0.8582278481012658,847.5,high
1779,2481630200,4,2.5,2960,41656,2.0,Average,10,2960,0.0,1985,0.0,3900,35104,"[47.7319, -122.132]",1.6,14.072972972972973,0.7589743589743589,740.0,high
2553,1472330030,3,2.75,2460,6413,2.0,Average,9,2460,0.0,2004,0.0,2440,6092,"[47.7497, -122.245]",1.0909090909090908,2.606910569105691,1.0081967213114753,820.0,medium
12967,1443500120,2,1.0,750,5379,1.0,Average,6,750,0.0,1919,0.0,1030,5511,"[47.5324, -122.272]",2.0,7.172,0.7281553398058253,375.0,low
21502,9521100867,3,3.25,1380,1121,3.0,Average,8,1380,0.0,2008,0.0,1310,1405,"[47.6617, -122.349]",0.9230769230769231,0.8123188405797102,1.0534351145038168,460.0,medium
2686,1072030510,4,2.25,2240,12650,1.0,Good,8,1730,510.0,1981,0.0,2150,12650,"[47.4777, -122.142]",1.7777777777777777,5.647321428571429,1.041860465116279,560.0,medium
1040,7197300105,4,2.5,1940,10500,1.0,Good,7,1140,800.0,1976,0.0,2200,10500,"[47.683, -122.114]",1.6,5.412371134020619,0.8818181818181818,485.0,medium
20244,2895800380,4,2.25,1800,2752,2.0,Average,8,1800,0.0,2014,0.0,1800,2752,"[47.5165, -122.346]",1.7777777777777777,1.528888888888889,1.0,450.0,medium
1563,4215250310,4,2.5,3720,35000,2.0,Average,10,3720,0.0,1983,0.0,3720,35000,"[47.7582, -122.13]",1.6,9.408602150537634,1.0,930.0,high
18363,3438502731,3,1.5,1720,7110,1.0,Average,8,1720,0.0,1955,0.0,1730,6840,"[47.5417, -122.355]",2.0,4.133720930232558,0.9942196531791907,573.3333333333334,medium
555,4309710240,4,2.5,2990,29170,2.0,Average,9,2990,0.0,1999,0.0,3715,29170,"[47.5146, -122.117]",1.6,9.755852842809364,0.8048452220726783,747.5,medium
3071,1778500015,3,1.5,1940,4000,1.5,Average,8,1310,630.0,1915,0.0,1940,4000,"[47.6205, -122.291]",2.0,2.0618556701030926,1.0,646.6666666666666,medium
18016,9465200405,2,1.0,910,6282,1.0,Good,7,910,0.0,1939,0.0,970,6281,"[47.6967, -122.354]",2.0,6.903296703296704,0.9381443298969072,455.0,medium
19090,2207100740,3,1.0,1250,7700,1.0,Good,7,1250,0.0,1955,0.0,1520,7700,"[47.5974, -122.149]",3.0,6.16,0.8223684210526315,416.6666666666667,medium
4474,2126059048,3,1.0,1250,9427,1.0,Average,6,1250,0.0,1931,0.0,1590,8250,"[47.7254, -122.175]",3.0,7.5416,0.7861635220125787,416.6666666666667,low
7529,1860600535,4,3.0,2120,3600,2.0,Good,8,1830,290.0,1908,1996.0,2120,3600,"[47.6344, -122.369]",1.3333333333333333,1.6981132075471699,1.0,530.0,medium
16399,7852160080,4,3.5,3720,13591,2.0,Average,10,3720,0.0,2004,0.0,4210,14282,"[47.536, -121.858]",1.1428571428571428,3.653494623655914,0.8836104513064132,930.0,high
19285,2926049564,3,2.25,1381,1180,3.0,Average,8,1381,0.0,2007,0.0,1381,1180,"[47.71100000000001, -122.32]",1.3333333333333333,0.8544532947139754,1.0,460.3333333333333,medium
13120,5606000120,4,2.5,2480,5000,1.0,Average,8,1480,1000.0,1951,0.0,2240,6071,"[47.6653, -122.272]",1.6,2.0161290322580645,1.1071428571428572,620.0,medium
13048,6071600450,4,2.25,2020,8400,1.0,Good,8,1350,670.0,1961,0.0,2060,8400,"[47.5488, -122.171]",1.7777777777777777,4.158415841584159,0.9805825242718447,505.0,medium
13460,9331800580,2,1.0,1000,3700,1.0,Average,6,800,200.0,1929,0.0,1270,5000,"[47.552, -122.29]",2.0,3.7,0.7874015748031497,500.0,low
7766,7893205080,3,1.5,1230,7500,1.0,Average,7,1230,0.0,1962,0.0,1260,7800,"[47.4202, -122.331]",2.0,6.097560975609756,0.9761904761904762,410.0,medium
11045,868000575,3,2.0,2250,8000,1.0,Good,9,2250,0.0,1955,0.0,2880,10960,"[47.7077, -122.378]",1.5,3.5555555555555554,0.78125,750.0,medium
1416,952000055,3,1.0,1500,5750,1.5,Good,7,1050,450.0,1927,0.0,1500,5060,"[47.5677, -122.376]",3.0,3.8333333333333335,1.0,500.0,medium
17841,868000175,4,1.5,2440,8040,1.0,Good,8,1440,1000.0,1950,0.0,2140,7920,"[47.7081, -122.374]",2.6666666666666665,3.2950819672131146,1.1401869158878504,610.0,medium
20964,9528102993,3,1.5,1580,1228,3.0,Average,8,1580,0.0,2014,0.0,1580,3605,"[47.6765, -122.32]",2.0,0.7772151898734178,1.0,526.6666666666666,medium
18982,7972604345,3,1.0,950,7620,1.0,Average,6,950,0.0,1954,0.0,1260,7620,"[47.5178, -122.346]",3.0,8.021052631578947,0.753968253968254,316.6666666666667,low
17588,795000620,3,1.0,1080,6250,1.0,Fair,5,1080,0.0,1950,0.0,1070,6250,"[47.5045, -122.33]",3.0,5.787037037037037,1.0093457943925233,360.0,low
15594,3904100089,3,1.75,1350,7370,1.0,Good,6,1350,0.0,1912,0.0,1440,6000,"[47.5336, -122.278]",1.7142857142857142,5.45925925925926,0.9375,450.0,low
4601,3275880100,4,2.5,2580,15031,2.0,Average,9,2580,0.0,1999,0.0,3030,10361,"[47.6895, -122.094]",1.6,5.825968992248062,0.8514851485148515,645.0,medium
9410,5312100040,2,1.0,1010,3916,1.0,Good,6,810,200.0,1918,0.0,1580,3888,"[47.5728, -122.306]",2.0,3.877227722772277,0.6392405063291139,505.0,low
9756,1775930140,3,1.75,1830,17349,1.0,Average,8,1230,600.0,1977,0.0,1840,11694,"[47.7427, -122.109]",1.7142857142857142,9.48032786885246,0.9945652173913043,610.0,medium
7961,7525100530,3,2.25,1790,2240,2.0,Good,8,1790,0.0,1975,0.0,1780,2560,"[47.6343, -122.106]",1.3333333333333333,1.2513966480446927,1.0056179775280898,596.6666666666666,medium
7399,2385200050,3,2.5,2540,5612,2.0,Average,9,2540,0.0,1999,0.0,2380,6303,"[47.4965, -122.157]",1.2,2.209448818897638,1.0672268907563025,846.6666666666666,medium
20786,8956200990,4,2.5,2628,11466,2.0,Average,9,2628,0.0,2014,0.0,2849,10909,"[47.2904, -122.264]",1.6,4.363013698630137,0.9224289224289224,657.0,medium
10405,1827200135,4,2.0,3510,12905,1.0,Average,8,2210,1300.0,1965,0.0,2530,16143,"[47.4466, -122.36]",2.0,3.6766381766381766,1.3873517786561265,877.5,medium
21231,7169500020,2,2.25,1470,1101,2.0,Average,8,1340,130.0,2005,0.0,1470,1582,"[47.6768, -122.301]",0.8888888888888888,0.7489795918367347,1.0,735.0,medium
1238,3224600310,4,2.5,2790,5423,2.0,Average,9,2790,0.0,1999,0.0,2450,6453,"[47.6085, -122.017]",1.6,1.9437275985663083,1.1387755102040817,697.5,medium
3735,3026079031,3,1.0,1410,47916,1.0,Average,7,1410,0.0,1981,0.0,1810,215622,"[47.7149, -121.96]",3.0,33.98297872340426,0.7790055248618785,470.0,medium
8961,3649100264,3,2.0,1740,18000,1.0,Average,7,1230,510.0,1989,0.0,1740,11250,"[47.7397, -122.242]",1.5,10.344827586206897,1.0,580.0,medium
20589,7338220370,4,2.5,2230,4952,2.0,Average,8,2230,0.0,2011,0.0,2030,3721,"[47.3363, -122.211]",1.6,2.220627802690583,1.0985221674876848,557.5,medium
10303,4154304740,3,2.75,2780,7200,1.5,Good,8,1870,910.0,1913,0.0,1700,7200,"[47.5632, -122.27]",1.0909090909090908,2.5899280575539567,1.6352941176470588,926.6666666666666,medium
20043,8032700110,3,2.5,1480,2159,3.0,Average,8,1480,0.0,2007,0.0,1480,1554,"[47.6533, -122.341]",1.2,1.4587837837837838,1.0,493.3333333333333,medium
20784,6130500070,3,2.5,1650,2082,3.0,Average,8,1650,0.0,2007,0.0,1650,1965,"[47.7108, -122.332]",1.2,1.2618181818181817,1.0,550.0,medium
19677,1442880570,4,2.75,2790,8092,2.0,Average,8,2790,0.0,2013,0.0,2790,6154,"[47.4834, -121.773]",1.4545454545454546,2.900358422939068,1.0,697.5,medium
10057,1073100030,3,1.0,1120,8443,1.0,Average,7,1120,0.0,1953,0.0,1450,8433,"[47.7715, -122.336]",3.0,7.538392857142857,0.7724137931034483,373.3333333333333,medium
15294,1823069088,2,1.75,1300,22239,1.0,Good,7,1300,0.0,1945,1986.0,1300,14810,"[47.4801, -122.092]",1.1428571428571428,17.106923076923078,1.0,650.0,medium
17584,3336001316,2,1.0,830,4500,1.0,Average,6,830,0.0,1920,0.0,1092,5350,"[47.5248, -122.265]",2.0,5.421686746987952,0.76007326007326,415.0,low
19780,8648900060,3,2.5,1790,2700,2.0,Average,8,1790,0.0,2010,0.0,1890,3078,"[47.56399999999999, -122.093]",1.2,1.5083798882681565,0.9470899470899471,596.6666666666666,medium
17577,4077800593,3,1.0,1360,8968,1.0,Average,7,1360,0.0,1956,0.0,1490,7355,"[47.7105, -122.289]",3.0,6.594117647058823,0.912751677852349,453.3333333333333,medium
9019,1623301185,3,1.75,1780,4500,1.0,Good,7,920,860.0,1922,0.0,1360,4000,"[47.6827, -122.362]",1.7142857142857142,2.5280898876404496,1.3088235294117647,593.3333333333334,medium
10894,7617500075,3,1.75,2000,7111,1.0,Good,7,1360,640.0,1956,0.0,1830,9000,"[47.7676, -122.373]",1.7142857142857142,3.5555,1.092896174863388,666.6666666666666,medium
19254,2919700540,4,1.75,2320,4800,1.5,Average,7,2170,150.0,1918,0.0,1390,4800,"[47.6893, -122.365]",2.2857142857142856,2.0689655172413794,1.669064748201439,580.0,medium
13218,1624049092,2,1.0,1320,9967,1.0,Average,6,940,380.0,1919,0.0,1970,7587,"[47.5693, -122.296]",2.0,7.550757575757576,0.6700507614213198,660.0,low
28,5101402488,3,1.75,1520,6380,1.0,Average,7,790,730.0,1948,0.0,1520,6235,"[47.695, -122.304]",1.7142857142857142,4.197368421052632,1.0,506.6666666666667,medium
13485,1624059219,2,2.0,2640,13939,1.0,Very Good,8,1640,1000.0,1963,0.0,2880,14810,"[47.5647, -122.165]",1.0,5.279924242424243,0.9166666666666666,1320.0,medium
19383,9541800065,3,1.75,2210,16200,1.0,Average,8,1390,820.0,1958,0.0,2050,16200,"[47.5924, -122.175]",1.7142857142857142,7.330316742081448,1.078048780487805,736.6666666666666,medium
9718,2144800117,4,2.25,2600,9900,1.0,Average,7,1600,1000.0,1965,0.0,1770,11250,"[47.4881, -122.237]",1.7777777777777777,3.8076923076923075,1.4689265536723164,650.0,medium
12426,9468200163,3,2.0,1780,5720,1.0,Very Good,7,980,800.0,1925,0.0,1620,5050,"[47.6794, -122.351]",1.5,3.2134831460674156,1.0987654320987654,593.3333333333334,medium
355,6607000126,4,1.75,2200,7475,1.0,Very Good,7,1100,1100.0,1955,0.0,1600,5766,"[47.543, -122.28]",2.2857142857142856,3.397727272727273,1.375,550.0,medium
9621,4137020910,3,1.75,1980,9220,2.0,Average,8,1980,0.0,1987,0.0,2080,8305,"[47.2602, -122.219]",1.7142857142857142,4.656565656565657,0.9519230769230769,660.0,medium
3170,8651511220,3,2.5,1890,10190,2.0,Average,8,1890,0.0,1986,0.0,2080,9794,"[47.6478, -122.061]",1.2,5.391534391534392,0.9086538461538461,630.0,medium
18202,3388300590,5,2.25,2520,49222,2.0,Good,8,2520,0.0,1978,0.0,2780,55321,"[47.4918, -122.064]",2.2222222222222223,19.53253968253968,0.9064748201438849,504.0,medium
18390,1982201485,4,3.0,2400,3340,1.0,Good,7,1200,1200.0,1964,0.0,1520,3758,"[47.6646, -122.365]",1.3333333333333333,1.3916666666666666,1.5789473684210527,600.0,medium
19579,2143700406,3,2.25,2000,7560,1.0,Average,7,1400,600.0,1979,0.0,2040,6949,"[47.4798, -122.228]",1.3333333333333333,3.78,0.9803921568627451,666.6666666666666,medium
14152,8651442520,4,3.0,2160,5200,1.0,Average,7,1320,840.0,1978,0.0,1460,5144,"[47.3627, -122.091]",1.3333333333333333,2.4074074074074074,1.4794520547945205,540.0,medium
8524,5101405604,1,1.0,900,6380,1.0,Average,6,900,0.0,1947,0.0,1830,6380,"[47.7019, -122.311]",1.0,7.088888888888889,0.4918032786885246,900.0,low
5643,7701930010,3,2.5,2260,19821,2.0,Average,9,2260,0.0,1994,0.0,2750,22718,"[47.448, -122.088]",1.2,8.770353982300884,0.8218181818181818,753.3333333333334,medium
6865,2822049148,3,1.0,1110,9827,1.0,Average,7,1110,0.0,1966,0.0,1540,10187,"[47.369, -122.311]",3.0,8.853153153153153,0.7207792207792207,370.0,medium
16771,9407100500,3,1.75,1540,10545,2.0,Good,6,1540,0.0,1978,0.0,1540,10000,"[47.4451, -121.763]",1.7142857142857142,6.847402597402597,1.0,513.3333333333334,low
19380,1231000645,4,3.25,2720,4000,2.0,Average,10,2070,650.0,2014,0.0,1450,4000,"[47.5554, -122.267]",1.2307692307692308,1.4705882352941178,1.8758620689655172,680.0,high
3675,6072100490,4,2.25,2270,8480,1.0,Very Good,8,1310,960.0,1973,0.0,1910,9050,"[47.5448, -122.174]",1.7777777777777777,3.73568281938326,1.1884816753926701,567.5,medium
4224,2771604226,2,2.5,1590,1485,2.0,Average,8,1300,290.0,1994,0.0,1880,3675,"[47.6375, -122.387]",0.8,0.9339622641509434,0.8457446808510638,795.0,medium
964,1842000140,3,1.75,1570,7500,1.0,Average,7,1300,270.0,1953,0.0,1590,7660,"[47.4999, -122.368]",1.7142857142857142,4.777070063694268,0.9874213836477987,523.3333333333334,medium
13763,114100234,3,2.25,2160,9540,2.0,Average,8,2160,0.0,1979,0.0,1720,12593,"[47.7668, -122.243]",1.3333333333333333,4.416666666666667,1.255813953488372,720.0,medium
6749,9264940130,4,2.25,2390,13002,2.0,Average,8,2390,0.0,1987,0.0,2450,11200,"[47.3111, -122.35]",1.7777777777777777,5.4401673640167365,0.9755102040816327,597.5,medium
120,7278700070,3,2.5,2400,6474,1.0,Average,8,1560,840.0,1964,0.0,2340,10856,"[47.7728, -122.386]",1.2,2.6975,1.0256410256410255,800.0,medium
6794,624100010,3,2.5,2930,19900,1.5,Average,9,2930,0.0,1983,0.0,3160,20492,"[47.7234, -122.066]",1.2,6.791808873720137,0.9272151898734177,976.6666666666666,medium
17052,8651402750,3,1.5,1210,5200,1.0,Very Good,6,1210,0.0,1969,0.0,1120,5200,"[47.3615, -122.087]",2.0,4.297520661157025,1.0803571428571428,403.3333333333333,low
4228,3395041194,3,2.75,1880,1793,2.0,Average,7,1810,70.0,2001,0.0,1800,2537,"[47.5405, -122.293]",1.0909090909090908,0.9537234042553191,1.0444444444444445,626.6666666666666,medium
5579,8656300380,3,2.5,1650,13816,2.0,Average,7,1650,0.0,1998,0.0,1650,15144,"[47.6553, -121.912]",1.2,8.373333333333333,1.0,550.0,medium
