,price
943,915000.0
21576,475000.0
15382,419950.0
18624,410000.0
16847,435000.0
9314,1360000.0
17585,220000.0
17170,564450.0
1561,607010.0
4869,215000.0
10189,605000.0
6213,640000.0
16573,740000.0
4541,530000.0
1782,920000.0
14314,425000.0
13275,322000.0
1095,241000.0
5544,630000.0
1946,215000.0
17440,445000.0
20804,452000.0
19971,1040000.0
677,188000.0
10797,218500.0
6789,472000.0
1392,519900.0
19981,287000.0
10661,216000.0
752,447000.0
20168,1310000.0
3737,672000.0
2976,495000.0
6694,468000.0
11980,738000.0
3215,405000.0
8989,320000.0
12404,680000.0
9969,497000.0
12305,518000.0
1770,467500.0
20644,315000.0
17867,440000.0
10912,305000.0
11675,210000.0
3022,453000.0
12420,485000.0
5401,459900.0
7856,653450.0
11204,435000.0
10100,1370000.0
6875,715000.0
16022,640000.0
5191,572000.0
4619,1130000.0
18541,2950000.0
14236,655000.0
18644,618000.0
17634,805000.0
8719,625000.0
8558,270000.0
17922,390000.0
12516,209977.0
8146,183000.0
7968,365000.0
4264,2400000.0
20828,631500.0
12454,399950.0
10652,452500.0
6825,350000.0
8113,450000.0
10111,458000.0
701,195000.0
6170,354000.0
14020,360000.0
8159,328000.0
18165,510000.0
16857,490000.0
6870,435000.0
14151,368000.0
4423,325000.0
12159,300000.0
6862,1560000.0
6986,221000.0
4868,369500.0
9490,860000.0
4376,353000.0
7282,390000.0
9544,1800000.0
2926,500000.0
15367,276000.0
9825,575000.0
9479,645000.0
8733,500000.0
18800,567500.0
19583,515000.0
4350,978000.0
16467,253000.0
3697,610000.0
2013,507000.0
18242,1390000.0
17227,300000.0
12565,1960000.0
16816,546200.0
5677,286000.0
16705,387000.0
18012,575000.0
2147,280950.0
8788,715000.0
2705,485000.0
7129,222000.0
13665,300000.0
10086,555000.0
16706,2140000.0
18481,301000.0
9699,349000.0
17392,436000.0
10955,282000.0
14742,160000.0
6841,334950.0
10427,690000.0
810,345000.0
5317,530000.0
13876,374500.0
21428,410000.0
312,2380000.0
2073,1200000.0
9730,485000.0
18780,469950.0
18530,325000.0
7734,530000.0
885,700000.0
9669,432000.0
1790,225000.0
19667,390000.0
15865,330000.0
10200,215000.0
3454,345950.0
8874,287000.0
3895,418800.0
19444,279950.0
20977,525000.0
16249,600000.0
8249,320000.0
14081,789800.0
20551,700000.0
8012,278100.0
16784,529000.0
10591,244615.0
12417,1170000.0
12334,390000.0
12318,162248.0
16685,234950.0
20337,342000.0
17046,700000.0
7925,664000.0
1468,260000.0
13953,649000.0
9608,240000.0
470,290900.0
10550,465000.0
2722,390000.0
5419,835000.0
14655,935000.0
20647,306000.0
19940,1560000.0
16600,2200000.0
12717,577288.0
12802,310000.0
12349,367950.0
12673,260000.0
6041,510000.0
20420,675000.0
12061,699000.0
2744,405000.0
4569,760000.0
14123,557865.0
14298,250000.0
2161,570000.0
19221,2720000.0
4674,736000.0
7456,830200.0
9247,811500.0
19275,447000.0
16934,542500.0
18647,454000.0
15071,399950.0
18980,210000.0
10116,456000.0
6379,850000.0
16114,367500.0
13099,360000.0
18763,235000.0
3876,357000.0
1075,310000.0
9307,309000.0
3936,433500.0
11725,330000.0
19970,1470000.0
18286,715000.0
7141,738000.0
11224,595000.0
4207,1290000.0
6713,244500.0
9747,374950.0
14033,240000.0
14104,412950.0
9644,392000.0
2149,525000.0
8511,553000.0
17090,375900.0
15016,227000.0
10114,700000.0
9485,402000.0
74,349000.0
19552,580000.0
21446,535000.0
7339,1530000.0
17796,315000.0
16537,199988.0
13041,475000.0
10321,247800.0
21483,850000.0
681,799000.0
20640,560000.0
16630,470000.0
20182,775000.0
2509,342000.0
7281,620000.0
9244,1680000.0
16384,245000.0
21097,320000.0
4067,324888.0
20959,888990.0
9648,261000.0
21447,337500.0
19295,624000.0
13100,619000.0
17031,389999.0
11434,2750000.0
3145,781000.0
15788,449000.0
16315,253500.0
8697,434500.0
11600,540000.0
19931,395000.0
5131,690700.0
7926,2900000.0
19144,252000.0
19375,620000.0
540,2130000.0
4235,384400.0
5507,485000.0
18485,325000.0
11857,615000.0
7396,269000.0
16188,185000.0
20802,1250000.0
11560,1450000.0
754,850000.0
15580,1120000.0
18187,608000.0
2542,336800.0
6073,1280000.0
16317,255000.0
14946,799000.0
5218,852500.0
14922,335000.0
17512,594000.0
237,410000.0
4271,1280000.0
5875,268500.0
6657,525000.0
100,850830.0
15614,590000.0
18527,580000.0
21005,420000.0
17149,135000.0
5362,518000.0
4766,196900.0
13499,728935.0
7503,390000.0
13072,599380.0
1620,610000.0
8793,367500.0
17283,364000.0
1308,556000.0
1582,1380000.0
18121,473000.0
19584,1410000.0
2431,490000.0
21074,720000.0
1044,590000.0
19052,402500.0
9749,416000.0
5009,764000.0
19754,465000.0
1487,532000.0
7633,575000.0
21282,435000.0
10931,472500.0
17706,559900.0
10307,800000.0
5795,450000.0
16837,449950.0
5491,640000.0
18170,368000.0
618,175000.0
3799,795000.0
11797,491500.0
15143,279950.0
13951,720000.0
11588,238000.0
1600,800000.0
17952,320000.0
1849,500000.0
9807,490000.0
1752,1040000.0
4534,195000.0
2040,440000.0
2083,3850000.0
7965,268000.0
5231,199999.0
546,782000.0
6199,287000.0
18698,299900.0
19770,230000.0
1356,282000.0
5147,436000.0
18696,215000.0
8867,323500.0
10737,1140000.0
12563,583800.0
19746,304500.0
12191,335000.0
10694,456700.0
6014,294000.0
17524,425000.0
7169,565000.0
175,425000.0
21105,595500.0
2208,760000.0
20084,307000.0
19173,345600.0
3787,775000.0
12546,364000.0
20340,359950.0
10417,315000.0
17238,685000.0
16437,377000.0
9318,218000.0
15904,960000.0
21096,542300.0
18497,1140000.0
2441,143000.0
19365,211000.0
1322,620000.0
1603,512000.0
12402,575000.0
9945,210000.0
8014,349950.0
10944,320000.0
14090,405000.0
4065,405000.0
1294,925000.0
13199,370000.0
2000,176250.0
18233,270000.0
2063,150000.0
12263,402200.0
1507,399000.0
6683,295000.0
1559,434500.0
16696,550000.0
5577,360000.0
14341,795000.0
14676,565000.0
10688,274900.0
15316,520000.0
14511,105000.0
19578,725000.0
5611,710000.0
14769,465000.0
15942,294950.0
5335,367500.0
9546,570000.0
21210,235000.0
4141,290000.0
7938,237000.0
17409,565000.0
3549,557500.0
13036,532000.0
12915,305240.0
6016,390000.0
6906,885000.0
11472,500000.0
12224,1310000.0
6720,265000.0
1235,438000.0
18154,252000.0
15947,469000.0
10643,489000.0
20423,290500.0
12949,388500.0
2251,468000.0
9217,704000.0
3670,281000.0
14796,250000.0
15987,500000.0
9793,305000.0
14507,345000.0
21396,334950.0
8505,635000.0
8828,360000.0
20261,308000.0
13436,495000.0
9909,535000.0
21272,773000.0
947,369950.0
11689,523000.0
6985,708000.0
15615,292000.0
2970,435000.0
14196,355000.0
15729,700000.0
16431,227000.0
3885,341500.0
21189,590000.0
19020,512000.0
12963,469950.0
15164,972800.0
11910,674950.0
6697,520000.0
15495,269500.0
15214,715000.0
18758,322500.0
11079,306000.0
19366,950000.0
7131,500000.0
6058,228000.0
1840,824500.0
12210,490000.0
1564,199990.0
3673,245000.0
21011,535000.0
4311,834500.0
4698,267500.0
10750,379750.0
3320,452500.0
5192,492450.0
10464,752500.0
4468,720000.0
12446,650000.0
4773,390000.0
6575,480000.0
17775,421000.0
4709,412000.0
847,628000.0
15076,245000.0
13736,272000.0
19310,887000.0
838,285000.0
13653,612000.0
8740,375000.0
11125,368000.0
7532,809000.0
18083,689000.0
7759,920000.0
4597,535000.0
14108,680000.0
9609,730000.0
5785,452000.0
21527,459000.0
19717,489000.0
20928,925000.0
604,435500.0
13560,1000000.0
20472,1290000.0
10270,451000.0
18934,399950.0
7225,375000.0
2311,243000.0
13075,875000.0
12535,608000.0
16734,418000.0
15898,1430000.0
1982,310000.0
13301,1150000.0
12658,686500.0
8391,579000.0
8677,300000.0
11462,370350.0
12916,555000.0
5728,550000.0
2823,838300.0
4551,900000.0
14218,815000.0
5336,595000.0
11437,228900.0
4453,725000.0
8186,339950.0
12093,502000.0
14009,380000.0
11353,317000.0
3749,549000.0
10394,1380000.0
15842,539000.0
8001,495500.0
19550,491500.0
10986,660000.0
11574,259875.0
17974,310000.0
9079,220000.0
524,275000.0
18130,760000.0
21409,1050000.0
9139,534950.0
8450,350000.0
13732,400000.0
19294,270000.0
19860,995500.0
18153,417000.0
122,395000.0
4366,490000.0
14077,270000.0
14560,165000.0
21290,579950.0
2302,290000.0
7397,1600000.0
11609,565000.0
18759,568500.0
14292,848000.0
5820,265000.0
9197,525000.0
11652,255000.0
14445,430000.0
18725,685000.0
8880,525000.0
3055,219950.0
3566,280000.0
48,450000.0
10324,229900.0
501,475000.0
3185,200000.0
14345,375000.0
18436,829950.0
229,516500.0
16672,305000.0
12193,545000.0
2824,256000.0
8772,380000.0
969,532500.0
3007,1330000.0
16360,332100.0
12779,495000.0
18529,625000.0
4305,535000.0
21123,310000.0
1074,320000.0
10942,875000.0
16776,372000.0
15330,190000.0
7653,435000.0
7210,292500.0
12568,410000.0
2944,580000.0
14767,410000.0
10910,215000.0
11554,310000.0
18703,946000.0
8638,929950.0
14016,327000.0
10362,2980000.0
4433,448000.0
21415,800000.0
16781,546000.0
4161,523000.0
3117,350000.0
18999,717500.0
6878,543000.0
18730,199950.0
10260,426950.0
11232,221000.0
5322,478000.0
13753,340000.0
16719,336000.0
18579,1140000.0
2419,525000.0
20568,492000.0
18585,192000.0
13303,451000.0
7170,287000.0
13059,155000.0
16862,460000.0
2226,210000.0
1017,283000.0
17949,437000.0
12469,625000.0
8540,409000.0
7743,250000.0
1928,378000.0
21227,630000.0
350,299000.0
19038,879950.0
223,325000.0
6030,450000.0
20920,405000.0
20882,808000.0
9179,144000.0
20427,385000.0
2500,260000.0
20587,445000.0
3258,256000.0
564,638700.0
9774,375000.0
20275,316475.0
10367,979700.0
8089,480000.0
17620,425000.0
16895,635000.0
3385,637000.0
3933,442500.0
14170,500000.0
7959,355500.0
2707,545000.0
2790,828000.0
14516,325000.0
21232,1080000.0
3446,546000.0
16978,420000.0
20044,379950.0
3535,621500.0
10920,550000.0
17393,1800000.0
17067,625000.0
11931,571000.0
21403,729999.0
19146,423800.0
7525,380000.0
821,310950.0
10255,217500.0
19985,605000.0
8278,456000.0
8273,359950.0
13611,398000.0
20628,418000.0
20834,367000.0
13902,270000.0
10889,538000.0
9023,225000.0
12766,690000.0
12018,240000.0
7645,2540000.0
14116,366000.0
9589,130000.0
17928,623500.0
2833,697000.0
11238,635000.0
10372,350000.0
7406,294000.0
20668,630000.0
3861,635000.0
20625,384950.0
13363,759000.0
8240,335000.0
11940,2580000.0
20104,439990.0
3932,315000.0
9979,530000.0
14832,648000.0
7768,639000.0
18756,315000.0
14549,540000.0
4095,875000.0
2689,349950.0
1189,220000.0
9285,826000.0
4845,375000.0
5210,335000.0
3990,425000.0
8060,825000.0
10565,333000.0
5676,725000.0
1574,140000.0
10950,271000.0
17637,246000.0
6065,175000.0
2785,638500.0
16926,440000.0
15955,317000.0
16584,635700.0
15734,500000.0
3880,440000.0
17606,315000.0
19054,275000.0
17580,982218.0
4934,359000.0
16785,554000.0
20735,1080000.0
11975,365000.0
7746,460000.0
16871,264500.0
5235,1040000.0
3945,998000.0
10121,860000.0
17272,378000.0
2164,265000.0
2886,205000.0
10109,250000.0
8714,237500.0
8708,445000.0
19114,430000.0
14670,294950.0
5666,500000.0
172,313000.0
639,1120000.0
15108,745000.0
3957,665000.0
20155,550000.0
15186,615000.0
5065,607000.0
9335,298800.0
1548,355000.0
7435,550000.0
8684,557800.0
10932,291000.0
14136,452100.0
10024,689000.0
1036,415000.0
18534,223000.0
11878,365000.0
14419,276750.0
13892,428000.0
8919,950000.0
20581,457000.0
12729,135000.0
21266,706000.0
8418,628000.0
9026,965000.0
2486,425000.0
9322,268500.0
9582,325000.0
16949,325000.0
10713,406500.0
12282,345000.0
17083,625000.0
20971,477500.0
17609,292500.0
8257,315500.0
12467,800000.0
18126,511100.0
17873,255000.0
2024,235000.0
1872,348000.0
354,252000.0
5360,775000.0
18511,482000.0
16842,333000.0
5904,250000.0
16997,420000.0
12954,487000.0
1164,460000.0
19482,344000.0
20262,803100.0
3395,449500.0
16899,655000.0
12760,650000.0
17065,664500.0
3127,250000.0
9694,449000.0
8501,230000.0
16228,323400.0
9383,229950.0
18112,271500.0
7160,445000.0
10563,280000.0
4354,660000.0
18027,625000.0
17646,625000.0
15692,660000.0
3587,432250.0
14720,989900.0
18139,373000.0
12564,309500.0
10962,400000.0
13004,230000.0
19464,885000.0
10185,548000.0
19368,750000.0
324,232000.0
7890,367000.0
5171,195000.0
5648,350000.0
6743,556300.0
7398,564000.0
3209,525000.0
11267,370000.0
12097,290000.0
19660,359000.0
9484,525000.0
21462,599832.0
4752,934550.0
8879,405000.0
11356,334950.0
2379,282000.0
18075,343500.0
13890,550000.0
16717,468000.0
12361,172000.0
8021,1330000.0
18819,310000.0
6658,424000.0
19967,479000.0
13727,750000.0
8177,459500.0
11620,412000.0
7857,285000.0
4421,285000.0
1101,285000.0
18057,970000.0
15391,990000.0
8609,699950.0
8061,1480000.0
3250,439000.0
12601,2000000.0
12332,160000.0
3557,480000.0
709,530000.0
118,171800.0
10214,457500.0
4598,435000.0
2042,940000.0
7419,1390000.0
6130,543000.0
14792,907500.0
317,390000.0
16038,600000.0
5315,194990.0
21381,305000.0
14457,600000.0
13419,294000.0
16365,189000.0
6606,575575.0
12873,398000.0
20480,847093.0
5003,805000.0
6523,330000.0
9573,435000.0
15644,355900.0
4273,220000.0
5739,404500.0
19849,625000.0
14475,500000.0
5470,258000.0
5816,435000.0
9350,329950.0
16196,565000.0
21087,598992.0
87,461000.0
7630,339900.0
4163,320000.0
3382,975000.0
10917,360000.0
13180,363000.0
403,437000.0
4911,465000.0
11542,400000.0
11422,250000.0
9365,349950.0
2765,549950.0
6378,437000.0
2241,284000.0
16764,550000.0
3483,195000.0
14744,530000.0
15053,405100.0
3539,335000.0
6310,470000.0
9219,580000.0
10397,185000.0
11995,250000.0
5517,458000.0
2436,985000.0
4689,173250.0
2594,1070000.0
20522,430000.0
9470,155000.0
15608,723000.0
6856,685000.0
19792,364000.0
17411,480000.0
6654,414999.0
14266,385000.0
13349,749950.0
1425,470000.0
5027,775000.0
5281,241500.0
1789,686000.0
1502,1100000.0
11061,1660000.0
9799,1000000.0
10667,402500.0
15682,450000.0
20063,449950.0
17978,415000.0
678,478500.0
6673,815000.0
5851,172000.0
7194,467500.0
10095,464000.0
13457,1170000.0
21451,1990000.0
12390,355000.0
5053,397500.0
21187,461100.0
1850,386500.0
6522,565000.0
1070,360000.0
15425,340000.0
6784,539000.0
14903,530000.0
10672,452000.0
2772,416000.0
3392,369900.0
1099,1570000.0
13676,362764.0
7378,450000.0
11034,580000.0
1749,490000.0
418,355000.0
18127,317950.0
5819,386000.0
17564,219000.0
10139,759900.0
14606,310000.0
18502,698000.0
10491,495000.0
19348,290000.0
16942,675000.0
21377,350000.0
8400,418000.0
15832,319000.0
20040,539000.0
11978,566000.0
17819,515000.0
4893,245000.0
8720,587100.0
18014,285500.0
8971,275000.0
722,1580000.0
5176,639000.0
10153,428000.0
1860,765000.0
19947,801000.0
1687,467000.0
8498,400000.0
20614,255900.0
1992,430000.0
10524,901000.0
17469,363000.0
21166,279950.0
18526,387500.0
20693,440000.0
16254,1620000.0
6117,603000.0
3459,460000.0
15722,656500.0
6567,366000.0
20363,500000.0
5670,1420000.0
9296,1080000.0
16892,237600.0
2810,845000.0
8949,420000.0
5492,230000.0
19396,229000.0
12710,281000.0
18295,625000.0
13330,349000.0
15753,443000.0
574,263500.0
8449,299000.0
19326,710000.0
18816,785000.0
9232,480000.0
19364,519000.0
21047,487000.0
14377,415000.0
3625,510000.0
19304,850000.0
18732,275000.0
20529,455000.0
8695,780000.0
6354,650000.0
10514,1570000.0
13633,418500.0
21434,749950.0
848,512000.0
2248,700000.0
5616,110000.0
8564,679000.0
20488,319900.0
13509,620000.0
18236,498000.0
13679,157000.0
8118,200000.0
5303,915000.0
4052,363000.0
12129,590000.0
14444,185000.0
10923,450000.0
20178,385000.0
19843,1100000.0
14390,633000.0
4076,450000.0
997,189950.0
4332,485000.0
12926,275000.0
9368,405000.0
11586,1200000.0
551,1450000.0
17956,560000.0
19412,549000.0
4372,350000.0
3497,619420.0
19777,729999.0
14572,325000.0
14983,731688.0
8032,455000.0
1407,425000.0
17115,385000.0
19854,665000.0
19083,148000.0
14021,875000.0
14254,625000.0
16287,1600000.0
1812,589000.0
11780,256000.0
20723,590000.0
20341,879950.0
693,410000.0
10725,1040000.0
5011,453000.0
3443,199000.0
9174,305000.0
11501,349950.0
19834,622950.0
4175,360000.0
4222,550000.0
8283,419900.0
13844,550000.0
10458,1050000.0
18323,765000.0
13382,230000.0
17256,274950.0
20893,550000.0
261,237000.0
20848,1280000.0
11529,677500.0
5497,682000.0
3875,390000.0
4016,390000.0
3626,566000.0
16950,475300.0
445,400000.0
6752,295000.0
5111,542000.0
14157,230000.0
3555,540000.0
10386,180000.0
13886,400000.0
7338,330000.0
13989,229000.0
3367,700000.0
17652,800000.0
11059,420000.0
2526,565000.0
17743,445000.0
15839,183000.0
17836,620047.0
1168,900000.0
4144,430000.0
7892,300000.0
18447,219200.0
8276,296000.0
3149,670000.0
12006,1500000.0
880,200000.0
6747,385000.0
9408,375000.0
14727,475000.0
7572,1150000.0
21135,265050.0
13439,444000.0
1467,652000.0
8154,275000.0
18498,280000.0
13833,950000.0
6537,557500.0
12153,438000.0
452,232000.0
12518,740000.0
19983,649950.0
13608,1760000.0
4137,545000.0
3039,530000.0
17976,399900.0
4150,631000.0
16066,230000.0
14017,2890000.0
17618,748000.0
17923,287000.0
579,180000.0
19219,200000.0
6571,908800.0
12024,365000.0
7467,460000.0
18549,165000.0
17552,970000.0
13779,191000.0
867,457500.0
21476,400000.0
4157,522500.0
6349,1450000.0
16408,427000.0
18500,564000.0
402,352000.0
4428,396000.0
10276,196700.0
3057,424950.0
10190,276200.0
7060,499950.0
164,420000.0
14863,392000.0
17734,488800.0
10390,565000.0
12494,485000.0
11347,533000.0
12212,265500.0
3317,496000.0
12118,577000.0
7865,942000.0
16629,335000.0
12126,525000.0
6851,280000.0
1847,175000.0
20372,343000.0
1334,647500.0
8779,270000.0
20331,235000.0
18470,529000.0
14838,345000.0
8945,1070000.0
11256,1400000.0
20164,610000.0
6997,365000.0
706,440000.0
3491,255000.0
4573,690000.0
13247,781000.0
17954,260000.0
7706,340000.0
7054,295000.0
5580,422000.0
20446,345000.0
15032,905000.0
3151,288400.0
6617,550000.0
17480,959750.0
4784,716100.0
11991,435000.0
4022,290000.0
16660,645000.0
9266,220500.0
2607,540000.0
18038,247000.0
11630,968000.0
9118,190000.0
11502,676000.0
9182,293000.0
2429,306000.0
246,2400000.0
3815,475000.0
16010,579000.0
19363,399700.0
9089,535000.0
2262,618000.0
10438,650000.0
835,324500.0
13256,290000.0
17689,755000.0
8624,315000.0
11395,325000.0
1173,505000.0
19801,395825.0
6437,517500.0
16168,560000.0
12848,240000.0
16450,779950.0
8102,440000.0
5289,335000.0
17339,919000.0
8098,285000.0
4951,611000.0
250,260000.0
15168,399000.0
7952,193000.0
21386,325000.0
7334,950000.0
2793,750000.0
16159,683000.0
15508,1110000.0
7795,1040000.0
19996,412000.0
3407,390000.0
21458,359800.0
11291,663000.0
19917,360000.0
8625,545000.0
18738,505000.0
7422,203000.0
8963,394999.0
1997,722500.0
4200,373000.0
17423,650000.0
18103,449000.0
19270,208500.0
11326,310000.0
5629,558000.0
4002,295000.0
17548,261590.0
4753,1470000.0
20540,350000.0
17549,512500.0
11202,240000.0
4196,410000.0
9635,265000.0
3681,641000.0
3019,502000.0
4310,688000.0
7448,623000.0
13091,556000.0
20050,769900.0
16078,200000.0
3985,1500000.0
10243,235000.0
9205,470000.0
16570,455000.0
2569,275000.0
4402,2050000.0
4277,534950.0
3666,158000.0
8412,248000.0
21501,390000.0
2446,913000.0
6821,340000.0
15236,439800.0
6520,585000.0
20470,680000.0
18353,1140000.0
18968,237500.0
8959,525000.0
3172,520000.0
1223,365000.0
16217,260000.0
12358,4210000.0
544,375000.0
1204,479000.0
16102,372000.0
8613,114975.0
9257,347000.0
7242,416000.0
2637,395000.0
8761,309950.0
15701,751000.0
1388,651000.0
19567,820000.0
14950,730000.0
20225,790000.0
877,229000.0
10721,612500.0
8388,235000.0
98,314000.0
11575,385000.0
4379,167500.0
11957,249000.0
2803,385000.0
11189,230000.0
3908,965000.0
10763,495000.0
7688,394000.0
16358,675000.0
6496,309212.0
20118,548000.0
8447,366000.0
21157,880000.0
18303,539950.0
8075,710000.0
14635,295000.0
13161,540000.0
6964,736500.0
15006,562500.0
6479,710000.0
4711,300000.0
18623,517000.0
15227,1150000.0
12476,733000.0
989,640000.0
21126,695000.0
2682,315500.0
16472,249500.0
2508,155000.0
15561,294000.0
9702,510000.0
4314,402500.0
17188,525000.0
16200,275000.0
5356,554000.0
6639,378000.0
5972,205000.0
9436,297000.0
3734,898888.0
4516,275000.0
11196,427800.0
12313,595000.0
7787,580000.0
20006,459000.0
13187,595000.0
20247,575000.0
10949,360000.0
1876,832000.0
3823,775000.0
5262,349900.0
8446,340000.0
16655,500000.0
12703,455000.0
11163,272000.0
5159,270000.0
19662,425000.0
21205,259000.0
759,405600.0
5481,439500.0
654,337000.0
19043,450000.0
14701,590000.0
5812,775000.0
5288,1320000.0
2892,798000.0
20215,500000.0
5636,212000.0
9612,698000.0
3044,386900.0
19705,690000.0
10783,209000.0
8520,215000.0
17871,645000.0
8445,315000.0
17418,231000.0
7318,595000.0
6159,382000.0
13515,3170000.0
16461,431000.0
12569,478000.0
6022,975000.0
5092,833000.0
14974,589000.0
13569,274000.0
11211,229950.0
11221,1700000.0
21115,525000.0
19676,325000.0
20297,305000.0
17276,380000.0
1131,269000.0
11210,450000.0
11137,420000.0
3659,400000.0
3326,240000.0
9465,770000.0
15033,274000.0
19657,375000.0
2663,456150.0
20706,750000.0
5378,475226.0
10012,238000.0
9554,650000.0
15992,395000.0
5533,448500.0
11673,1140000.0
4,510000.0
14447,607000.0
4152,222000.0
13841,295000.0
1927,490000.0
17298,1740000.0
14132,645000.0
16775,230000.0
17085,650000.0
10379,1400000.0
2880,700000.0
5839,860000.0
3381,2540000.0
13562,279000.0
9494,435000.0
16586,440000.0
4957,436000.0
13028,580000.0
18262,449000.0
19228,690000.0
11305,285000.0
5720,150550.0
15544,207000.0
4620,399950.0
942,971000.0
20514,799000.0
3235,271000.0
3257,380000.0
18827,330000.0
18605,270000.0
8368,1250000.0
8627,175000.0
15344,1050000.0
15241,3640000.0
308,550700.0
1565,294000.0
12156,479900.0
6727,345000.0
2135,251700.0
16623,222500.0
10861,291000.0
20293,870515.0
21155,770000.0
16434,1880000.0
13169,600000.0
16460,349950.0
3874,216000.0
18911,640000.0
7393,183500.0
2276,625000.0
7072,485000.0
15022,200000.0
12817,166000.0
17006,583000.0
13524,200000.0
18953,1160000.0
16727,1350000.0
20381,480000.0
2623,465000.0
5918,575000.0
12764,2280000.0
8534,445000.0
20701,285000.0
231,500000.0
8371,910000.0
15375,757500.0
737,605000.0
2838,515000.0
16187,447000.0
8216,754000.0
21464,449000.0
14057,920000.0
14879,401000.0
14249,925000.0
17189,707000.0
21525,402723.0
8301,317000.0
5705,336000.0
16197,260000.0
9513,464000.0
5935,440000.0
10187,325000.0
6495,1940000.0
755,316500.0
15714,595000.0
20958,950000.0
8119,259950.0
16005,377000.0
8992,230000.0
18826,250000.0
17911,550000.0
13693,600000.0
6200,277000.0
17290,390000.0
69,1330000.0
5367,285000.0
8084,315000.0
15047,725000.0
14601,160000.0
5682,248000.0
20731,265000.0
21553,329000.0
13362,450000.0
1680,390000.0
7557,725000.0
8569,560000.0
9661,865000.0
5961,2730000.0
2603,300000.0
19783,385000.0
13867,665000.0
7868,354901.0
1269,470000.0
5413,425000.0
13733,530000.0
12697,218000.0
19610,880000.0
16213,485000.0
12422,185000.0
6998,368000.0
20196,205000.0
11283,671500.0
10918,357000.0
8669,399950.0
21323,430000.0
2283,225000.0
3732,277284.0
9045,395000.0
17410,281700.0
14065,970000.0
18705,475000.0
8943,522000.0
20988,409316.0
21303,452000.0
21320,559630.0
18160,818900.0
6620,359000.0
16142,445000.0
5127,507000.0
9327,571500.0
21563,645000.0
12756,415000.0
1545,503000.0
739,233000.0
11572,359900.0
10875,405000.0
1674,2250000.0
2567,895000.0
13313,220000.0
6984,430000.0
6795,599000.0
11134,232500.0
3518,525000.0
15487,1080000.0
10546,460000.0
4732,502000.0
12679,470000.0
773,450000.0
865,275000.0
8521,215000.0
5200,1050000.0
19272,316000.0
641,305000.0
18,189000.0
16332,480000.0
11089,305000.0
3203,375000.0
7288,395000.0
12501,445000.0
5204,648475.0
14441,287000.0
9057,685000.0
13708,339995.0
11177,591000.0
21146,882990.0
17277,624900.0
6923,569000.0
3840,216650.0
18234,740000.0
11998,439950.0
11197,445000.0
9154,275000.0
13968,235000.0
18627,439950.0
12921,327200.0
6665,870000.0
3240,325000.0
20269,456500.0
3309,296000.0
10358,680000.0
363,604950.0
14117,385000.0
3723,375000.0
11017,410000.0
13325,350500.0
7670,545000.0
11789,400000.0
4726,538000.0
8738,233000.0
2940,275436.0
471,868700.0
1641,238000.0
20301,425000.0
19448,480000.0
19721,450000.0
16116,680000.0
1172,850000.0
15175,540000.0
4500,567035.0
13465,793000.0
14864,915000.0
6085,540000.0
14428,697000.0
9602,350000.0
20077,399950.0
1032,249900.0
3364,425000.0
19352,299000.0
15872,500000.0
19393,470000.0
12665,335000.0
1410,245000.0
12479,377500.0
142,205000.0
6666,710000.0
11332,544300.0
8634,222200.0
18517,393000.0
815,379000.0
6500,557500.0
14954,898000.0
14900,437500.0
7322,485000.0
2131,655000.0
1797,465000.0
15378,551100.0
7727,626000.0
4575,238000.0
5190,850000.0
8167,1630000.0
3122,448000.0
14045,410000.0
5365,572650.0
12410,317000.0
4275,370000.0
523,235000.0
3089,2290000.0
16936,730000.0
11619,1250000.0
21580,679950.0
1996,465000.0
5253,600000.0
19504,499000.0
1532,657500.0
11819,400000.0
16046,270000.0
11602,311000.0
2831,450000.0
8269,440000.0
9727,292000.0
7489,565000.0
12071,355000.0
13494,570000.0
16235,925000.0
18921,507000.0
16179,1820000.0
1299,372500.0
14931,839000.0
6273,885000.0
5499,895000.0
6447,785000.0
15126,239000.0
3276,625000.0
9294,727000.0
6230,275000.0
1480,504750.0
19793,932990.0
1601,703770.0
10151,235000.0
5091,961500.0
7067,632000.0
17319,430000.0
18172,343500.0
10987,540000.0
19089,615000.0
17008,414050.0
16504,376000.0
3661,435000.0
15116,725126.0
6048,150000.0
8747,415000.0
4825,339950.0
9355,467500.0
5680,510000.0
11549,240000.0
12907,329932.0
397,365000.0
1537,1300000.0
2506,620000.0
21520,336750.0
12028,615000.0
17556,840000.0
5555,406430.0
3010,945000.0
17907,427500.0
723,636000.0
300,3080000.0
3192,414000.0
20161,261950.0
7328,445500.0
12486,627250.0
15598,370000.0
4185,1600000.0
2713,326500.0
15146,975000.0
9549,247000.0
11496,510000.0
11334,245000.0
13647,399000.0
20502,1500000.0
18724,325000.0
20586,555000.0
13147,240000.0
4582,363750.0
20604,982000.0
7367,190000.0
10681,280500.0
143,420000.0
2511,685000.0
20608,635000.0
7433,928950.0
19594,500000.0
9344,300000.0
14141,450000.0
6965,665000.0
1212,500000.0
12695,475200.0
7055,560000.0
17478,325000.0
2349,625000.0
9261,585000.0
14086,600000.0
18472,365000.0
8052,760000.0
18348,542000.0
5427,762500.0
17187,298950.0
3426,475000.0
8857,205950.0
12854,399950.0
7216,650000.0
5994,461000.0
8834,355000.0
11070,344950.0
3767,449900.0
4272,242150.0
